ADD/CHG/DEL/WDR;Unique UN Assigned ID; ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC;Dictionary Entry Name (auto generated);Definition Mandatory;Working comments and instructions;Publication comments;Object Class Term Qualifier(s);Object Class Term;Property Term Qualifier(s);Property Term;Datatype Qualifier(s);Representation Term;Qualified Data Type UID;Associated Object Class Term Qualifier(s);Associated Object Class;Business Term(s);Usage Rule(s);Sequence Number;Occurrence Min;Occurrence Max;Context Categories Mandatory for BIE's;;;;;;;;;;;;;;;;;;;;;;;;Facets To restrict the set of values of Content Component or Supplementary Components;;;;;;;;;;;;;
;UN01002210;BBIE;MSDS_ Regulated Goods. Additional_ Name. Text;The additional name, expressed as text, for the MSDS regulated goods.;;;MSDS;Regulated Goods;Additional;Name;;Text;;;;;The value for the additional product identifier;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002211;BBIE;MSDS_ Regulated Goods. FCS_ Identification. Identifier;The unique identifier of the four digit Federal Supply Classification (FCS) identification for the MSDS regulated goods.;;;MSDS;Regulated Goods;FCS;Identification;;Identifier;;;;;The four digit number that identifies the classification of grouping like items, corresponding to the first four digits of a National Stock Number (NSN);;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002212;BBIE;MSDS_ Regulated Goods. Additional_ Identification. Identifier;The additional identifier for the MSDS regulated goods.;;;MSDS;Regulated Goods;Additional;Identification;;Identifier;;;;;The name of the additional product identifier (code) Example is Part Number, Lot Number Batch Number, Company specific number, etc.. From a code list.;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002213;BBIE;MSDS_ Regulated Goods. NIIN_ Identification. Identifier;The unique identifier of the nine digit National Item Identification Number (NIIN) for the MSDS regulated goods.;;;MSDS;Regulated Goods;NIIN;Identification;;Identifier;;;;;The NIIN is the last nine  digits of the National Stock Number (NSN);;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002214;BBIE;MSDS_ Regulated Goods. LIIN_ Identification. Identifier;The unique Local Item Identification Number (LIIN) for the MSDS regulated goods.;;;MSDS;Regulated Goods;LIIN;Identification;;Identifier;;;;;The unique local item identification number assigned to a product by a local buying activity when a National Item Identification Number is not available.;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002215;BBIE;MSDS_ Regulated Goods. Activity Control_ Identification. Identifier;The unique activity control identifier, assigned by a local organization, for the MSDS regulated goods.;;;MSDS;Regulated Goods;Activity Control;Identification;;Identifier;;;;;A locally assigned number used to provide a unique identification of material.;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002216;BBIE;MSDS_ Regulated Goods. Federal Supply Schedule Special Item_ Identification. Identifier;The unique federal supply schedule special item identifier for the MSDS regulated goods.;;;MSDS;Regulated Goods;Federal Supply Schedule Special Item;Identification;;Identifier;;;;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002217;BBIE;MSDS_ Regulated Goods. Information Source. Text;The information source, expressed as text, for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Information Source;;Text;;;;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002218;BBIE;MSDS_ Regulated Goods. Use_ Description. Text;The use description, expressed as text, for the MSDS regulated goods.;;;MSDS;Regulated Goods;Use;Description;;Text;;;;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002219;BBIE;MSDS_ Regulated Goods. Description. Text;The description, expressed as text, for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Description;;Text;;;;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002220;BBIE;MSDS_ Regulated Goods. Origin Country. Identifier;The unique identifier of the country of origin of the MSDS regulated goods.;;;MSDS;Regulated Goods;;Origin Country;;Identifier;;;;;The identifier of the country of origin.;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002221;BBIE;MSDS_ Regulated Goods. CAGE_ Manufacturer. Identifier;The unique Commercial and Government Entity (CAGE) manufacturer identifier for the MSDS regulated goods.;;;MSDS;Regulated Goods;CAGE;Manufacturer;;Identifier;;;;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002222;BBIE;MSDS_ Regulated Goods. CAGE_ Contractor. Identifier;The unique Commercial and Government Entity (CAGE) contractor identifier for the MSDS regulated goods.;;;MSDS;Regulated Goods;CAGE;Contractor;;Identifier;;;;;;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002223;BBIE;MSDS_ Regulated Goods. Contract. Identifier;The unique contract identifier for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Contract;;Identifier;;;;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002224;BBIE;MSDS_ Regulated Goods. Solicitation. Identifier;The unique solicitation identifier for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Solicitation;;Identifier;;;;;A number identifying a request for proposal or other procurement instrument when an organization has a requirement to purchase material goods or services.;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002225;BBIE;MSDS_ Regulated Goods. Specification Document. Identifier;The unique specification document identifier for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Specification Document;;Identifier;;;;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002226;ASBIE;MSDS_ Regulated Goods. Environmental. Hazard Rating;The environmental hazard rating for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Environmental;;;;;Hazard Rating;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002227;ASBIE;MSDS_ Regulated Goods. Component. Distinct_ Chemical;A distinct chemical component for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Component;;;;Distinct;Chemical;;;;1;unbounded;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002228;ASBIE;MSDS_ Regulated Goods. Applicable. Toxicological_ Hazardous Material;The toxicological hazardous material applicable to the MSDS regulated goods.;;;MSDS;Regulated Goods;;Applicable;;;;Toxicological;Hazardous Material;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002229;ASBIE;MSDS_ Regulated Goods. Applicable. MSDS_ Hazardous Material;MSDS hazardous material information applicable to the MSDS regulated goods.;;;MSDS;Regulated Goods;;Applicable;;;;MSDS;Hazardous Material;;;;1;unbounded;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002230;ASBIE;MSDS_ Regulated Goods. Designated. Product Information_ Contact;The product information contact designated for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Designated;;;;Product Information;Contact;;;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002231;ASBIE;MSDS_ Regulated Goods. Provided. First Aid_ Instructions;The first aid instructions provided for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Provided;;;;First Aid;Instructions;;;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002232;ASBIE;MSDS_ Regulated Goods. Provided. Fire Fighting_ Instructions;The fire fighting instructions provided for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Provided;;;;Fire Fighting;Instructions;;;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002233;ASBIE;MSDS_ Regulated Goods. Provided. Accidental Release Measure_ Instructions;The accidental release measure instructions provided for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Provided;;;;Accidental Release Measure;Instructions;;;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002234;ASBIE;MSDS_ Regulated Goods. Provided. Hazardous Material Handling_ Instructions;The hazardous material handling instructions provided for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Provided;;;;Hazardous Material Handling;Instructions;;;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002235;ASBIE;MSDS_ Regulated Goods. Provided. Hazardous Material Storage_ Instructions;The hazardous material storage instructions provided for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Provided;;;;Hazardous Material Storage;Instructions;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002236;ASBIE;MSDS_ Regulated Goods. Provided. Exposure Control_ Instructions;The exposure control instructions provided for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Provided;;;;Exposure Control;Instructions;;;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002237;ASBIE;MSDS_ Regulated Goods. Provided. Personal Protection_ Instructions;The personal protection instructions provided for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Provided;;;;Personal Protection;Instructions;;;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002238;ASBIE;MSDS_ Regulated Goods. Provided. Chemical Stability_ Instructions;The chemical stability instructions provided for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Provided;;;;Chemical Stability;Instructions;;;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002239;ASBIE;MSDS_ Regulated Goods. Provided. Chemical Reactivity_ Instructions;The chemical reactivity instructions provided for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Provided;;;;Chemical Reactivity;Instructions;;;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002240;ASBIE;MSDS_ Regulated Goods. Provided. Disposal_ Instructions;The disposal instructions provided for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Provided;;;;Disposal;Instructions;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002241;ASBIE;MSDS_ Regulated Goods. Applicable. Hazardous_ Goods Characteristic;The hazardous goods characteristic applicable to the MSDS regulated goods.;;;MSDS;Regulated Goods;;Applicable;;;;Hazardous;Goods Characteristic;;;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002242;ASBIE;MSDS_ Regulated Goods. Applicable. Ecological Impact_ Goods Characteristic;The ecological impact goods characteristic applicable to the MSDS regulated goods.;;;MSDS;Regulated Goods;;Applicable;;;;Ecological Impact;Goods Characteristic;;;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002243;ASBIE;MSDS_ Regulated Goods. Applicable. Solubility_ Goods Characteristic;The solubility goods characteristic applicable to the MSDS regulated goods.;;;MSDS;Regulated Goods;;Applicable;;;;Solubility;Goods Characteristic;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002244;ASBIE;MSDS_ Regulated Goods. Applicable. Volatile Organic Compound_ Goods Characteristic;A volatile organic compound goods characteristic applicable to the MSDS regulated goods.;;;MSDS;Regulated Goods;;Applicable;;;;Volatile Organic Compound;Goods Characteristic;;;;0;unbounded;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002245;ASBIE;MSDS_ Regulated Goods. Applicable. Regulated_ Dangerous Goods;The regulated dangerous goods applicable to the MSDS regulated goods.;;;MSDS;Regulated Goods;;Applicable;;;;Regulated;Dangerous Goods;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002246;ASBIE;MSDS_ Regulated Goods. Provided. Specification_ Document;A specification document provided for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Provided;;;;Specification;Document;;;;0;unbounded;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002247;ASBIE;MSDS_ Regulated Goods. Applicable. Referenced_ Regulation;The referenced regulation applicable for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Applicable;;;;Referenced;Regulation;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002519;ABIE;Note. Details;A textual or coded description, such as a remark or additional information.;;;;Note;;;;;;;;;;;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002520;BBIE;Note. Subject. Text;The subject, expressed as text, of this note.;;;;Note;;Subject;;Text;;;;;;;0;1;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002521;BBIE;Note. Content. Code;A code specifying the content of this note.;;;;Note;;Content;;Code;;;;;;;0;unbounded;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002522;BBIE;Note. Content. Text;A content, expressed as text, of this note.;;;;Note;;Content;;Text;;;;;;;0;unbounded;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002523;BBIE;Note. Subject. Code;The code specifying the subject of this note.;;;;Note;;Subject;;Code;;;;;;;0;1;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002524;BBIE;Note. Identification. Identifier;A unique identifier for this note.;;;;Note;;Identification;;Identifier;;;;;;;0;unbounded;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002525;BBIE;Note. Name. Text;A name, expressed as text, for this note.;;;;Note;;Name;;Text;;;;;;;0;unbounded;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002526;BBIE;Note. Creation. Date Time;The date, time, date time, or other date time value for the creation of this note.;;;;Note;;Creation;;Date Time;;;;;;;0;1;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001149;ABIE;Parking_ Facility. Details;A space or structure for parking vehicles.;;;Parking;Facility;;;;;;;;Parking;;;;;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
