ADD/CHG/DEL/WDR;Unique UN Assigned ID; ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC;Dictionary Entry Name (auto generated);Definition Mandatory;Working comments and instructions;Publication comments;Object Class Term Qualifier(s);Object Class Term;Property Term Qualifier(s);Property Term;Datatype Qualifier(s);Representation Term;Qualified Data Type UID;Associated Object Class Term Qualifier(s);Associated Object Class;Business Term(s);Usage Rule(s);Sequence Number;Occurrence Min;Occurrence Max;Context Categories Mandatory for BIE's;;;;;;;;;;;;;;;;;;;;;;;;Facets To restrict the set of values of Content Component or Supplementary Components;;;;;;;;;;;;;
;UN01001249;BBIE;Lodging House_ Picture. Taken. Date Time;The date, time, date time, or other date value when this lodging house picture was created.;;;Lodging House;Picture;;Taken;;Date Time;;;;Picture Date;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001250;BBIE;Lodging House_ Picture. Area Included. Text;The area or location, expressed as text, that is included for this lodging house picture.;;;Lodging House;Picture;;Area Included;;Text;;;;Picture Coverage;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001251;BBIE;Lodging House_ Picture. Description. Text;The textual description for this lodging house picture.;;;Lodging House;Picture;;Description;;Text;;;;Picture Description;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001235;ABIE;Lodging House_ Route. Details;Way of approach to a lodging house.;;;Lodging House;Route;;;;;;;;Access;;;;;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001236;BBIE;Lodging House_ Route. Identification. Identifier;The unique identifier for the route to this lodging house.;;;Lodging House;Route;;Identification;;Identifier;;;;;;;1;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001237;BBIE;Lodging House_ Route. Description. Text;The textual description of the route to this lodging house.;;;Lodging House;Route;;Description;;Text;;;;Access Description;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001238;BBIE;Lodging House_ Route. Map. Binary Object;A binary object data of a map for this route to this lodging house.;;;Lodging House;Route;;Map;;Binary Object;;;;Access Map;;;0;unbounded;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001239;BBIE;Lodging House_ Route. Departure Point. Text;The departure point, expressed as text, for this route to this lodging house.;;;Lodging House;Route;;Departure Point;;Text;;;;Reference point;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001240;BBIE;Lodging House_ Route. Transport Means. Text;A means of transport, expressed as text, used for this route to this lodging house.;;;Lodging House;Route;;Transport Means;;Text;;;;Transport Means;;;0;unbounded;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001199;ABIE;Lodging House_ Usage Condition. Details;A usage condition for this lodging house.;;;Lodging House;Usage Condition;;;;;;;;Usage;;;;;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001200;BBIE;Lodging House_ Usage Condition. Identification. Identifier;The unique identifier for this lodging house usage condition.;;;Lodging House;Usage Condition;;Identification;;Identifier;;;;;;;1;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001201;BBIE;Lodging House_ Usage Condition. Group_ Applicable. Indicator;The indication of whether or not this lodging house usage condition applies to a group.;;;Lodging House;Usage Condition;Group;Applicable;;Indicator;;;;Type of Usage;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001202;BBIE;Lodging House_ Usage Condition. Reservation_ Required. Indicator;The indication of whether or not this lodging house usage condition requires a reservation.;;;Lodging House;Usage Condition;Reservation;Required;;Indicator;;;;Reservation Required;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001203;BBIE;Lodging House_ Usage Condition. Description. Text;The textual description of the lodging house usage condition.;;;Lodging House;Usage Condition;;Description;;Text;;;;Description;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001204;BBIE;Lodging House_ Usage Condition. Group Allowed_ Duration. Text;The duration, expressed as text, allowed for a group, applicable to this lodging house usage condition.;;;Lodging House;Usage Condition;Group Allowed;Duration;;Text;;;;Duration of Usage;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001205;BBIE;Lodging House_ Usage Condition. Gender Limitation. Text;The gender limitation, expressed as text, applicable to this lodging house usage condition.;;;Lodging House;Usage Condition;;Gender Limitation;;Text;;;;;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001206;BBIE;Lodging House_ Usage Condition. Age Limitation. Text;The age limitation, expressed as text, applicable to this lodging house usage condition.;;;Lodging House;Usage Condition;;Age Limitation;;Text;;;;;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001207;BBIE;Lodging House_ Usage Condition. Physical Characteristic. Text;The physical characteristic limitation, expressed as text, applicable to this lodging house usage condition.;;;Lodging House;Usage Condition;;Physical Characteristic;;Text;;;;;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001208;BBIE;Lodging House_ Usage Condition. Appropriate Clothing. Text;The appropriate clothing, expressed as text, applicable to this lodging house usage condition.;;;Lodging House;Usage Condition;;Appropriate Clothing;;Text;;;;;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001209;BBIE;Lodging House_ Usage Condition. Maximum_ Occupancy. Text;The maximum occupancy, expressed as text, applicable to the lodging house usage condition.;;;Lodging House;Usage Condition;Maximum;Occupancy;;Text;;;;;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001516;ABIE;Manufacturer_ Party. Details;The manufacturer party is the person or organization who makes the products (not to imply a party who simply provides packaging of the product).;;;Manufacturer;Party;;;;;;;;;;;;;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001517;BBIE;Manufacturer_ Party. Primary_ Identification. Identifier;The primary identifier of this manufacturer party.;;;Manufacturer;Party;Primary;Identification;;Identifier;;;;;;;1;1;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001518;BBIE;Manufacturer_ Party. Additional_ Identification. Identifier;An additional identifier of this manufacturer party.;;;Manufacturer;Party;Additional;Identification;;Identifier;;;;;;;0;unbounded;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001519;BBIE;Manufacturer_ Party. Tax_ Identification. Identifier;A unique identifier, assigned by a tax authority, to this manufacturer party.;;;Manufacturer;Party;Tax;Identification;;Identifier;;;;;;;0;unbounded;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001520;BBIE;Manufacturer_ Party. Name. Text;The name, expressed as text, for this manufacturer party.;;;Manufacturer;Party;;Name;;Text;;;;;;;0;1;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001521;ASBIE;Manufacturer_ Party. Postal. Structured_ Address;The structured postal address for this manufacturer party.;;;Manufacturer;Party;;Postal;;;;Structured;Address;;;;0;1;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001522;ASBIE;Manufacturer_ Party. Postal. Unstructured_ Address;The unstructured postal address for this manufacturer party.;;;Manufacturer;Party;;Postal;;;;Unstructured;Address;;;;0;1;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001523;ASBIE;Manufacturer_ Party. Postal. Post Box_ Address;The post box postal address for this manufacturer party.;;;Manufacturer;Party;;Postal;;;;Post Box;Address;;;;0;1;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001524;ASBIE;Manufacturer_ Party. Defined. Trade_ Contact;A defined trade contact for this manufacturer party.;;;Manufacturer;Party;;Defined;;;;Trade;Contact;;;;0;unbounded;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001091;ABIE;Meeting Room_ Facility. Details;A room where people assemble for a purpose, especially for formal discussion.;;;Meeting Room;Facility;;;;;;;;Meeting Room;;;;;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001092;BBIE;Meeting Room_ Facility. Identification. Identifier;The unique identifier for this meeting room.;;;Meeting Room;Facility;;Identification;;Identifier;;;;;;;1;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001093;BBIE;Meeting Room_ Facility. Description. Text;The textual description of this meeting room.;;;Meeting Room;Facility;;Description;;Text;;;;Meeting Room Description;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001094;BBIE;Meeting Room_ Facility. Architectural_ Style. Text;The architectural style, expressed as text, of this meeting room.;;;Meeting Room;Facility;Architectural;Style;;Text;;;;Architectural Style;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001095;BBIE;Meeting Room_ Facility. Type. Text;The type, expressed as text, of this meeting room.;;;Meeting Room;Facility;;Type;;Text;;;;Meeting Room Type;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001096;BBIE;Meeting Room_ Facility. Name. Text;The name, expressed as text, of this meeting room.;;;Meeting Room;Facility;;Name;;Text;;;;Meeting Room Name;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001097;BBIE;Meeting Room_ Facility. Construction. Date;The date of the construction of this meeting room.;;;Meeting Room;Facility;;Construction;;Date;;;;Construction Date;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001098;BBIE;Meeting Room_ Facility. Latest_ Renovation. Date;The date of the latest renovation of this meeting room.;;;Meeting Room;Facility;Latest;Renovation;;Date;;;;Renewal Date;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001099;ASBIE;Meeting Room_ Facility. Physical. Lodging House_ Location;The physical location of this meeting room at this lodging house.;;;Meeting Room;Facility;;Physical;;;;Lodging House;Location;Location;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001100;ASBIE;Meeting Room_ Facility. Specified. Lodging House_ Usage Condition;A specified usage condition for this meeting room at this lodging house.;;;Meeting Room;Facility;;Specified;;;;Lodging House;Usage Condition;;;;0;unbounded;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001101;ASBIE;Meeting Room_ Facility. Operating. Specified_ Period;A specified period of operation for this meeting room.;;;Meeting Room;Facility;;Operating;;;;Specified;Period;Operation Period;;;0;unbounded;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001102;ASBIE;Meeting Room_ Facility. Actual. Lodging House_ Picture;An actual picture of this meeting room at this lodging house.;;;Meeting Room;Facility;;Actual;;;;Lodging House;Picture;Picture;;;0;unbounded;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001103;ASBIE;Meeting Room_ Facility. Distinctive. Lodging House_ Feature;A feature that is a distinctive characteristic of this meeting room at this lodging house.;;;Meeting Room;Facility;;Distinctive;;;;Lodging House;Feature;Feature;;;0;unbounded;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001104;ASBIE;Meeting Room_ Facility. Offered. Supplemental_ Service;A supplemental service that is offered for this meeting room.;;;Meeting Room;Facility;;Offered;;;;Supplemental;Service;Incidental Service;;;0;unbounded;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01003358;ABIE;Monetary Transfer. Details;The movement of money, such as a transfer between financial accounts.;;;;Monetary Transfer;;;;;;;;;Currency of the amount is expressed in the currency of the debtor's account, but the amount to be transferred is in another currency. The first agent will convert the amount and currency to the to be transferred amount and currency, eg, 'pay equivalent of 100000 EUR in JPY'(and account P186s in EUR).;;;;Customer to bank payment initiation;;;In All Contexts;;;8412000;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01003359;BBIE;Monetary Transfer. Specified. Amount;The monetary value specified for this monetary transfer.;;;;Monetary Transfer;;Specified;;Amount;;;;;"Amount of money to be transferred between debtor and creditor, before deduction of charges, expressed in the currency of the debtor's account, and to be transferred in a different currency.";;0;1;Customer to bank payment initiation;;;In All Contexts;;;8412000;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01003360;BBIE;Monetary Transfer. Currency. Code;The code specifying the currency for this monetary transfer, when different from the currency of the debtor's account.;;;;Monetary Transfer;;Currency;;Code;;;;;;;0;1;Customer to bank payment initiation;;;In All Contexts;;;8412000;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01003361;BBIE;Monetary Transfer. Charge Bearer. Code;The code specifying the charge bearer of this monetary transfer.;;;;Monetary Transfer;;Charge Bearer;;Code;;;;;;;0;1;Customer to bank payment initiation;;;In All Contexts;;;8412000;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002182;ABIE;MSDS_ Document. Details;An MSDS (Material Safety Data Sheet) document is a collection of data that provides information on the chemicals, hazards, safety precautions, and emergency procedures for a product or chemical.;;;MSDS;Document;;;;;;;;;;;;;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002183;BBIE;MSDS_ Document. Identification. Identifier;The unique identifier for this MSDS document.;;;MSDS;Document;;Identification;;Identifier;;;;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002184;BBIE;MSDS_ Document. Creation. Date Time;The date, time, date time, or other date time value of the creation of this MSDS document.;;;MSDS;Document;;Creation;;Date Time;;;;;;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002185;BBIE;MSDS_ Document. Previous Version_ Creation. Date Time;The date, time, date time, or other date time value of the creation of the previous version of the MSDS document that this document supersedes.;;;MSDS;Document;Previous Version;Creation;;Date Time;;;;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002186;BBIE;MSDS_ Document. Proprietary Information Type. Code;The code specifying the type of proprietary information, such as patented or trade secret, contained within the MSDS document.;;;MSDS;Document;;Proprietary Information Type;;Code;;;;;;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002187;BBIE;MSDS_ Document. Additional Information_ Remarks. Text;An additional information remark, expressed as text, for this MSDS document.;;;MSDS;Document;Additional Information;Remarks;;Text;;;;;Additional information relating to the MSDS but not specifically categorized by another element. From Section 16 in the MSDS;;0;unbounded;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002188;BBIE;MSDS_ Document. Revision. Text;The revision, expressed as text, for this MSDS document.;;;MSDS;Document;;Revision;;Text;;;;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002189;ASBIE;MSDS_ Document. Issuer. Document Preparer_ Party;The party that prepared and issued this MSDS document.;;;MSDS;Document;;Issuer;;;;Document Preparer;Party;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002190;ASBIE;MSDS_ Document. Owner. Responsible_ Party;The responsible party that owns this MSDS document.;;;MSDS;Document;;Owner;;;;Responsible;Party;;;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002191;ABIE;MSDS_ Hazardous Material. Details;A MSDS hazardous material is a material with potential harmful effects that is reported in the MSDS (Material Safety Data Sheet).;;;MSDS;Hazardous Material;;;;;;;;;;;;;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002192;BBIE;MSDS_ Hazardous Material. Type. Code;A code specifying a type of MSDS hazardous material.;;;MSDS;Hazardous Material;;Type;;Code;;;;;;;0;unbounded;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002193;BBIE;MSDS_ Hazardous Material. Description. Text;A textual description of this MSDS hazardous material.;;;MSDS;Hazardous Material;;Description;;Text;;;;;;;0;unbounded;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002194;BBIE;MSDS_ Hazardous Material. Human Entry Route. Indicator;The indication of whether or not the route of entry into a human is applicable for this MSDS hazardous material.;;;MSDS;Hazardous Material;;Human Entry Route;;Indicator;;;;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002195;BBIE;MSDS_ Hazardous Material. Exposure_ Measure Unit. Code;The code specifying the exposure unit of measure for this MSDS hazardous material.;;;MSDS;Hazardous Material;Exposure;Measure Unit;;Code;;;;;A standard method of defining how a chemical or compound is divided, counted or described.;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002196;BBIE;MSDS_ Hazardous Material. Information. Text;The information, expressed as text, for this MSDS hazardous material.;;;MSDS;Hazardous Material;;Information;;Text;;;;;Information provided on the degree and nature of the hazards associated to a product.;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002197;BBIE;MSDS_ Hazardous Material. Emergency Overview_ Information. Text;The emergency overview information, expressed as text, for this MSDS hazardous material.;;;MSDS;Hazardous Material;Emergency Overview;Information;;Text;;;;;Information provided on actions and safeguards to take in the event of an unintended release of the product causing an emergency situation;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002198;BBIE;MSDS_ Hazardous Material. Overview Entry Route_ Information. Text;The overview entry route information, expressed as text, for this MSDS hazardous material.;;;MSDS;Hazardous Material;Overview Entry Route;Information;;Text;;;;;Text information provided relative to potential ways for the product to enter a human described textually.;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002199;BBIE;MSDS_ Hazardous Material. Primary Entry Route_ Information. Text;The primary entry route information, expressed as text, for this MSDS hazardous material.;;;MSDS;Hazardous Material;Primary Entry Route;Information;;Text;;;;;The primary route by which the hazardous material enters the body.;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002200;BBIE;MSDS_ Hazardous Material. Additional Entry Route_ Information. Text;An additional entry route, expressed as text, for this MSDS hazardous material.;;;MSDS;Hazardous Material;Additional Entry Route;Information;;Text;;;;;A textual description of another route of entry.;;0;unbounded;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002201;BBIE;MSDS_ Hazardous Material. Overexposure Effect_ Information. Text;An overexposure effect, expressed as text, for this MSDS hazardous material.;;;MSDS;Hazardous Material;Overexposure Effect;Information;;Text;;;;;;;0;unbounded;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002202;BBIE;MSDS_ Hazardous Material. Target Organ_ Information. Text;The target organ information, expressed as text, for this MSDS hazardous material.;;;MSDS;Hazardous Material;Target Organ;Information;;Text;;;;;The common identification or name of the bodily organ(s) that are most likely to be affected by exposure to the product.;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002203;BBIE;MSDS_ Hazardous Material. Environmental Hazard Overview_ Information. Text;The environmental hazard overview information, expressed as text, for this MSDS hazardous material.;;;MSDS;Hazardous Material;Environmental Hazard Overview;Information;;Text;;;;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002204;BBIE;MSDS_ Hazardous Material. Exposure Classification Jurisdiction_ Information. Text;The exposure classification jurisdiction information, expressed as text, for this MSDS hazardous material.;;;MSDS;Hazardous Material;Exposure Classification Jurisdiction;Information;;Text;;;;;The organization or regulation community that has identified some classification information on the specific chemical.;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002205;ASBIE;MSDS_ Hazardous Material. Applicable. Hazard Rating;A hazard rating applicable for this MSDS hazardous material.;;;MSDS;Hazardous Material;;Applicable;;;;;Hazard Rating;;;;1;unbounded;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002206;ABIE;MSDS_ Regulated Goods. Details;MSDS (Material Safety Data Sheet) regulated goods are articles of trade or commerce which are subject to or controlled by a MSDS rule, regulation, or law.;;;MSDS;Regulated Goods;;;;;;;;;;;;;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002207;BBIE;MSDS_ Regulated Goods. Disclaimer. Text;The disclaimer, expressed as text, for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Disclaimer;;Text;;;;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002208;BBIE;MSDS_ Regulated Goods. Label. Text;The text on the label for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Label;;Text;;;;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002209;BBIE;MSDS_ Regulated Goods. Name. Text;The name, expressed as text, for the MSDS regulated goods.;;;MSDS;Regulated Goods;;Name;;Text;;;;;;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
